,week,player_name,playerTeam,proj_passingAttempts,proj_passingCompletions,proj_passingYards,proj_passingTouchdowns,proj_passingInterceptions,proj_rushingAttempts,proj_rushingYards,proj_rushingTouchdowns,proj_receivingReceptions,proj_receivingYards,proj_receivingTouchdowns,proj_lostFumbles,proj_defensiveSacks,proj_defensiveInterceptions,proj_defensiveFumbles,proj_defensiveTouchdowns,proj_defensiveSafeties,proj_defensivePointsAllowed,proj_defensiveYardsAllowed,STD_FantasyPoints,TimeStamp
10,1,Saquon Barkley,PHI,0.0,0.0,0.0,0.0,0.0,20.4,105.7,0.8,2.4,18.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,2026-08-03 11:29:11
11,1,Bijan Robinson,ATL,0.0,0.0,0.0,0.0,0.0,18.4,83.2,0.7,3.5,26.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,2026-08-03 11:29:11
12,1,Derrick Henry,BAL,0.0,0.0,0.0,0.0,0.0,17.6,91.3,0.8,1.3,10.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,2026-08-03 11:29:11
13,1,Jonathan Taylor,IND,0.0,0.0,0.0,0.0,0.0,19.0,89.4,0.8,1.8,12.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2026-08-03 11:29:11
14,1,Jahmyr Gibbs,DET,0.0,0.0,0.0,0.0,0.0,14.4,73.6,0.6,3.3,27.9,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,2026-08-03 11:29:11
15,1,Christian McCaffrey,SF,0.0,0.0,0.0,0.0,0.0,14.7,69.4,0.5,3.9,33.7,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,2026-08-03 11:29:11
16,1,De'Von Achane,MIA,0.0,0.0,0.0,0.0,0.0,13.6,64.9,0.5,4.2,31.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,2026-08-03 11:29:11
17,1,Kyren Williams,LAR,0.0,0.0,0.0,0.0,0.0,18.5,77.4,0.7,2.0,12.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,2026-08-03 11:29:11
18,1,Bucky Irving,TB,0.0,0.0,0.0,0.0,0.0,15.5,77.0,0.5,2.9,21.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,2026-08-03 11:29:11
19,1,Josh Jacobs,GB,0.0,0.0,0.0,0.0,0.0,17.3,72.2,0.7,2.4,19.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,2026-08-03 11:29:11
20,1,Ja'Marr Chase,CIN,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,7.1,96.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,2026-08-03 11:29:11
21,1,Justin Jefferson,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,96.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2026-08-03 11:29:11
22,1,Nico Collins,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,6.0,87.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,2026-08-03 11:29:11
23,1,CeeDee Lamb,DAL,0.0,0.0,0.0,0.0,0.0,0.4,2.6,0.0,6.7,85.3,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,2026-08-03 11:29:11
24,1,Brian Thomas Jr.,JAC,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0,5.5,79.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,2026-08-03 11:29:11
25,1,Malik Nabers,NYG,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,6.6,83.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,2026-08-03 11:29:11
26,1,Mike Evans,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,73.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,2026-08-03 11:29:11
27,1,Puka Nacua,LAR,0.0,0.0,0.0,0.0,0.0,0.5,2.5,0.0,6.1,81.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2026-08-03 11:29:11
28,1,A.J. Brown,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,77.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2026-08-03 11:29:11
29,1,Amon-Ra St. Brown,DET,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,6.6,75.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,2026-08-03 11:29:11
30,1,Brock Bowers,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,69.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,2026-08-03 11:29:11
31,1,George Kittle,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,63.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,2026-08-03 11:29:11
32,1,Trey McBride,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,66.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,2026-08-03 11:29:11
33,1,Travis Kelce,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,52.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,2026-08-03 11:29:11
34,1,Mark Andrews,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,46.6,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,2026-08-03 11:29:11
35,1,David Njoku,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,49.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2026-08-03 11:29:11
36,1,Sam LaPorta,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,44.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,2026-08-03 11:29:11
37,1,T.J. Hockenson,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,50.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,2026-08-03 11:29:11
38,1,Tyler Warren,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,41.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,2026-08-03 11:29:11
39,1,Dallas Goedert,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,42.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,2026-08-03 11:29:11
40,1,Chase McLaughlin,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,2026-08-03 11:29:11
41,1,Matt Gay,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,2026-08-03 11:29:11
42,1,Chris Boswell,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,2026-08-03 11:29:11
43,1,Will Reichard,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,2026-08-03 11:29:11
44,1,Harrison Butker,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,2026-08-03 11:29:11
45,1,Cam Little,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,2026-08-03 11:29:11
46,1,Jake Elliott,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,2026-08-03 11:29:11
47,1,Wil Lutz,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,2026-08-03 11:29:11
48,1,Chad Ryland,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,2026-08-03 11:29:11
49,1,Cameron Dicker,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,2026-08-03 11:29:11
50,1,Broncos D/ST,Broncos D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.8,0.6,0.2,0.1,17.2,291.9,8.3,2026-08-03 11:29:11
51,1,Commanders D/ST,Commanders D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.7,0.6,0.2,0.0,19.8,329.4,8.0,2026-08-03 11:29:11
52,1,Rams D/ST,Rams D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.7,0.5,0.1,0.1,19.8,334.5,7.8,2026-08-03 11:29:11
53,1,Steelers D/ST,Steelers D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.7,0.7,0.2,0.0,17.1,296.0,7.6,2026-08-03 11:29:11
54,1,Bengals D/ST,Bengals D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.6,0.2,0.0,20.5,339.9,7.2,2026-08-03 11:29:11
55,1,Cardinals D/ST,Cardinals D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.8,0.5,0.2,0.0,18.7,313.2,7.2,2026-08-03 11:29:11
56,1,Eagles D/ST,Eagles D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.8,0.8,0.2,0.0,20.6,332.0,7.1,2026-08-03 11:29:11
57,1,Chicago Bears,Chicago Bears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.9,0.7,0.2,0.0,21.7,359.4,7.0,2026-08-03 11:29:11
58,1,Vikings D/ST,Vikings D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.6,0.6,0.1,0.0,20.9,291.7,6.9,2026-08-03 11:29:11
59,1,49ers D/ST,49ers D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.0,0.5,0.2,0.0,21.8,321.3,6.8,2026-08-03 11:29:11
60,3,Josh Allen,BUF,31.4,20.5,238.1,1.8,0.5,7.4,37.8,0.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,2026-08-03 11:29:13
61,3,Lamar Jackson,BAL,29.1,19.2,234.9,2.0,0.5,7.7,49.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,2026-08-03 11:29:13
62,3,Jalen Hurts,PHI,27.8,18.8,208.2,1.2,0.5,9.0,40.3,0.8,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,2026-08-03 11:29:13
63,3,Patrick Mahomes,KC,34.1,22.9,247.1,1.6,0.6,6.1,32.4,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2026-08-03 11:29:13
64,3,Justin Herbert,LAC,32.6,21.4,248.6,1.6,0.5,6.0,26.1,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,2026-08-03 11:29:13
65,3,Dak Prescott,DAL,35.9,24.2,269.2,1.8,0.7,2.8,11.7,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,2026-08-03 11:29:13
66,3,Caleb Williams,CHI,33.2,21.4,233.2,1.5,0.6,5.7,30.8,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,2026-08-03 11:29:13
67,3,Baker Mayfield,TB,32.0,21.6,236.8,1.8,0.8,5.0,21.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,2026-08-03 11:29:13
68,3,Kyler Murray,MIN,32.7,21.7,222.2,1.3,0.7,5.8,35.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2026-08-03 11:29:13
69,3,Marcus Mariota,WAS,30.5,19.9,224.8,1.3,0.7,6.0,30.9,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,2026-08-03 11:29:13
70,3,Christian McCaffrey,SF,0.0,0.0,0.0,0.0,0.0,16.9,77.5,0.6,4.8,37.7,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,2026-08-03 11:29:13
71,3,Bijan Robinson,ATL,0.0,0.0,0.0,0.0,0.0,18.2,86.9,0.7,3.8,29.8,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,2026-08-03 11:29:13
72,3,Jonathan Taylor,IND,0.0,0.0,0.0,0.0,0.0,21.0,99.1,0.7,2.4,17.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,2026-08-03 11:29:13
73,3,Saquon Barkley,PHI,0.0,0.0,0.0,0.0,0.0,19.4,95.5,0.7,2.5,18.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,2026-08-03 11:29:13
74,3,Derrick Henry,BAL,0.0,0.0,0.0,0.0,0.0,19.0,92.7,0.8,1.0,9.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,2026-08-03 11:29:13
75,3,James Cook III,BUF,0.0,0.0,0.0,0.0,0.0,16.6,76.0,0.7,2.3,20.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,2026-08-03 11:29:13
76,3,De'Von Achane,MIA,0.0,0.0,0.0,0.0,0.0,12.2,60.2,0.4,5.4,42.8,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,2026-08-03 11:29:13
77,3,Josh Jacobs,GB,0.0,0.0,0.0,0.0,0.0,19.7,81.1,0.7,1.9,14.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,2026-08-03 11:29:13
78,3,Kenneth Walker III,KC,0.0,0.0,0.0,0.0,0.0,17.5,78.7,0.7,2.7,19.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,2026-08-03 11:29:13
79,3,Jahmyr Gibbs,DET,0.0,0.0,0.0,0.0,0.0,13.5,67.2,0.6,3.6,28.6,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,2026-08-03 11:29:13
80,3,CeeDee Lamb,DAL,0.0,0.0,0.0,0.0,0.0,0.1,1.5,0.0,7.0,91.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,2026-08-03 11:29:13
81,3,Amon-Ra St. Brown,DET,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,7.0,83.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,2026-08-03 11:29:13
82,3,Puka Nacua,LAR,0.0,0.0,0.0,0.0,0.0,0.7,4.7,0.0,6.8,86.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,2026-08-03 11:29:13
83,3,Malik Nabers,NYG,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,6.6,84.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,2026-08-03 11:29:13
84,3,Ja'Marr Chase,CIN,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,6.2,83.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,2026-08-03 11:29:13
85,3,Justin Jefferson,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,5.8,79.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,2026-08-03 11:29:13
86,3,Zay Flowers,BAL,0.0,0.0,0.0,0.0,0.0,0.4,3.4,0.0,5.5,76.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,2026-08-03 11:29:13
87,3,Nico Collins,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,5.5,80.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,2026-08-03 11:29:13
88,3,Jaxon Smith-Njigba,SEA,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,6.4,81.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,2026-08-03 11:29:13
89,3,Mike Evans,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,69.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,2026-08-03 11:29:13
90,3,Brock Bowers,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,67.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,2026-08-03 11:29:13
91,3,Trey McBride,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,67.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,2026-08-03 11:29:13
92,3,Sam LaPorta,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,52.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,2026-08-03 11:29:13
93,3,Travis Kelce,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,51.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,2026-08-03 11:29:13
94,3,Tucker Kraft,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,50.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2026-08-03 11:29:13
95,3,Tyler Warren,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,50.8,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,2026-08-03 11:29:13
96,3,Mark Andrews,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,39.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,2026-08-03 11:29:13
97,3,Juwan Johnson,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,47.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,2026-08-03 11:29:13
98,3,Jake Ferguson,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,46.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,2026-08-03 11:29:13
99,3,Kyle Pitts Sr.,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,44.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,2026-08-03 11:29:13
100,3,Chase McLaughlin,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,2026-08-03 11:29:13
101,3,Brandon Aubrey,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,2026-08-03 11:29:13
102,3,Jake Bates,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,2026-08-03 11:29:13
103,3,Cameron Dicker,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,2026-08-03 11:29:13
104,3,Tyler Loop,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2026-08-03 11:29:13
105,3,Chris Boswell,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,2026-08-03 11:29:13
106,3,Jason Myers,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,2026-08-03 11:29:13
107,3,Eddy Pineiro,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,2026-08-03 11:29:13
108,3,Cairo Santos,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,2026-08-03 11:29:13
109,3,Jake Elliott,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,2026-08-03 11:29:13
110,3,Vikings D/ST,Vikings D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.9,0.5,0.2,0.0,19.5,340.1,8.0,2026-08-03 11:29:14
111,3,Packers D/ST,Packers D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.9,0.5,0.2,0.0,16.8,318.0,7.6,2026-08-03 11:29:14
112,3,Chiefs D/ST,Chiefs D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.7,0.6,0.2,0.0,19.6,334.5,7.5,2026-08-03 11:29:14
113,3,Bills D/ST,Bills D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.8,0.6,0.2,0.0,19.0,365.5,7.5,2026-08-03 11:29:14
114,3,Commanders D/ST,Commanders D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.9,0.5,0.1,0.0,19.9,344.9,7.5,2026-08-03 11:29:14
115,3,Buccaneers D/ST,Buccaneers D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.7,0.6,0.2,0.0,19.8,322.5,7.3,2026-08-03 11:29:14
116,3,Colts D/ST,Colts D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.7,0.5,0.2,0.0,19.9,324.0,7.2,2026-08-03 11:29:14
117,3,Falcons D/ST,Falcons D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.8,0.6,0.1,0.0,19.6,305.2,7.1,2026-08-03 11:29:14
118,3,Seahawks D/ST,Seahawks D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.8,0.5,0.2,0.0,17.5,309.7,7.0,2026-08-03 11:29:14
119,3,Steelers D/ST,Steelers D/ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.7,0.6,0.2,0.0,21.8,334.4,6.6,2026-08-03 11:29:14
120,4,Josh Allen,BUF,31.1,20.1,241.9,1.8,0.5,7.1,36.2,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,2026-08-03 11:29:14
121,4,Lamar Jackson,BAL,28.8,19.3,234.8,1.9,0.4,7.9,49.5,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,2026-08-03 11:29:14
