week,officialDate,Away,Home,player_name,BetTimeStamp,proj_receivingYards,proj_receivingReceptions,proj_rushingTouchdowns,proj_passingInterceptions,proj_passingAttempts,proj_passingCompletions,proj_passingYards,proj_rushingAttempts,proj_rushingYards,proj_passingTouchdowns,proj_receivingTouchdowns
1,2025-09-07,Tampa Bay Buccaneers,Atlanta Falcons,Baker Mayfield,2025-09-07T08:35:26.932200,,,,0.47924996359089084,41.047498842263636,24.90750024713873,286.6349932958441,2.8087499318528897,,1.8720001058272706,
1,2025-09-07,Tampa Bay Buccaneers,Atlanta Falcons,Bijan Robinson,2025-09-07T08:35:26.933069,22.691250846698257,2.8805002001564355,,,,,,17.935500705760504,64.59625020587565,,
1,2025-09-07,Tampa Bay Buccaneers,Atlanta Falcons,Bucky Irving,2025-09-07T08:35:26.934279,20.69924988653428,3.4474998983946454,0.37500191009224093,,,,,13.717499480160356,74.45950292997543,,0.10424805349864989
1,2025-09-07,Tampa Bay Buccaneers,Atlanta Falcons,Cade Otton,2025-09-07T08:35:26.934842,29.91549963203789,2.863000096761014,,,,,,,,,
1,2025-09-07,Tampa Bay Buccaneers,Atlanta Falcons,Darnell Mooney,2025-09-07T08:35:26.935030,,,,,,,,,,,
1,2025-09-07,Tampa Bay Buccaneers,Atlanta Falcons,Drake London,2025-09-07T08:35:26.935646,79.87900595257425,5.7524997820027295,,,,,,,,,
1,2025-09-07,Tampa Bay Buccaneers,Atlanta Falcons,Emeka Egbuka,2025-09-07T08:35:26.936280,57.5,5.6610000478441735,,,,,,,,,
1,2025-09-07,Tampa Bay Buccaneers,Atlanta Falcons,Kyle Pitts,2025-09-07T08:35:26.936875,29.078997658977062,2.331000105813499,,,,,,,,,
1,2025-09-07,Tampa Bay Buccaneers,Atlanta Falcons,Michael Penix,2025-09-07T08:35:26.938217,,,,,36.41450143290769,18.844750311061027,210.75999001299192,,,1.2382501615805137,
1,2025-09-07,Tampa Bay Buccaneers,Atlanta Falcons,Michael Penix Jr.,2025-09-07T08:35:26.937096,,,,0.47099996057897847,,,,2.0062499837111685,,,
1,2025-09-07,Tampa Bay Buccaneers,Atlanta Falcons,Mike Evans,2025-09-07T08:35:26.938849,72.1077526906189,5.931749938843654,,,,,,,,,
1,2025-09-07,Tampa Bay Buccaneers,Atlanta Falcons,Rachaad White,2025-09-07T08:35:26.939097,,,,,,,,,,,
1,2025-09-07,Tampa Bay Buccaneers,Atlanta Falcons,Tyler Allgeier,2025-09-07T08:35:26.939724,,,,,,,,6.5,23.062499937303365,,
1,2025-09-07,Tennessee Titans,Denver Broncos,Bo Nix,2025-09-07T08:35:48.072878,,,,0.3675000074632467,29.940750056926262,23.031749703406927,257.9677473828549,,19.730250146687563,1.580250076911491,
1,2025-09-07,Tennessee Titans,Denver Broncos,Calvin Ridley,2025-09-07T08:35:48.073627,47.77549941235902,2.8957501159411665,,,,,,,,,
1,2025-09-07,Tennessee Titans,Denver Broncos,Cam Ward,2025-09-07T08:35:48.074858,,,,0.7080000617772344,30.192747706226122,19.665750733805154,179.72275111429155,,14.060250983045947,0.803000017985166,
1,2025-09-07,Tennessee Titans,Denver Broncos,Chig Okonkwo,2025-09-07T08:35:48.075279,29.948750361378405,3.165750050313237,,,,,,,,,
1,2025-09-07,Tennessee Titans,Denver Broncos,Courtland Sutton,2025-09-07T08:35:48.075979,58.5,4.891500192480137,,,,,,,,,
1,2025-09-07,Tennessee Titans,Denver Broncos,Evan Engram,2025-09-07T08:35:48.076522,33.93074793198141,4.723249695232206,,,,,,,,,
1,2025-09-07,Tennessee Titans,Denver Broncos,J.K. Dobbins,2025-09-07T08:35:48.076909,,,,,,,,7.8257496410088585,38.12775062935603,,
1,2025-09-07,Tennessee Titans,Denver Broncos,Marvin Mims,2025-09-07T08:35:48.077344,37.412499898292126,2.3817498907418266,,,,,,,,,
1,2025-09-07,Tennessee Titans,Denver Broncos,RJ Harvey,2025-09-07T08:35:48.078539,12.0875006310817,0.9212500300841029,0.12110853349572848,,,,,9.343249430545605,51.56125011120893,,0.028391465914841325
1,2025-09-07,Tennessee Titans,Denver Broncos,Tony Pollard,2025-09-07T08:35:48.079356,14.623250545649986,3.082500147893587,,,,,,17.78625000770278,58.51525070607781,,
1,2025-09-07,Tennessee Titans,Denver Broncos,Troy Franklin,2025-09-07T08:35:48.079792,19.637749892353035,1.150000224642442,,,,,,,,,
1,2025-09-07,Tennessee Titans,Denver Broncos,Tyler Lockett,2025-09-07T08:35:48.080174,23.553249690932972,1.8612499852102993,,,,,,,,,
1,2025-09-08,Minnesota Vikings,Chicago Bears,Aaron Jones,2025-09-04T11:47:02.337309,16.62375042760288,2.7637500496634133,0.11830577167040172,,,,,,50.5,,0.038944269750370866
1,2025-09-08,Minnesota Vikings,Chicago Bears,Adam Thielen,2025-09-07T08:36:01.425387,32.5,2.206749890492843,,,,,,,,,
1,2025-09-08,Minnesota Vikings,Chicago Bears,Caleb Williams,2025-09-07T08:36:01.426458,,,,0.503750012957663,34.57125204927139,20.653750531264183,219.5,5.3887504177104795,24.651499375063782,1.2787500315170734,
1,2025-09-08,Minnesota Vikings,Chicago Bears,Cole Kmet,2025-09-04T11:47:02.340032,,,,,,,,,,,
1,2025-09-08,Minnesota Vikings,Chicago Bears,Colston Loveland,2025-09-07T08:36:01.427645,29.454749357112213,3.331250015838071,,,,,,,,,
1,2025-09-08,Minnesota Vikings,Chicago Bears,D'Andre Swift,2025-09-07T08:36:01.429166,15.05100020184661,1.9199998691120734,0.171953434483248,,,,,13.5,52.5,,0.04929659384982065
1,2025-09-08,Minnesota Vikings,Chicago Bears,DJ Moore,2025-09-07T08:36:01.429387,47.552501431850395,4.919749890740491,,,,,,,,,
1,2025-09-08,Minnesota Vikings,Chicago Bears,J.J. McCarthy,2025-09-07T08:36:01.431077,,,,0.5737499894943088,31.5,19.413500884729746,247.29076156906228,3.3722500916751605,17.199000418975,1.173749978458512,
1,2025-09-08,Minnesota Vikings,Chicago Bears,Jordan Mason,2025-09-04T11:47:02.344487,,,,,,,,,40.5,,
1,2025-09-08,Minnesota Vikings,Chicago Bears,Justin Jefferson,2025-09-07T08:36:01.432619,78.5,4.884749728333166,,,,,,,,,
1,2025-09-08,Minnesota Vikings,Chicago Bears,Rome Odunze,2025-09-07T08:36:01.433247,50.5,3.3097496276146927,,,,,,,,,
1,2025-09-08,Minnesota Vikings,Chicago Bears,T.J. Hockenson,2025-09-07T08:36:01.433472,47.621249128027635,3.9532497638966877,,,,,,,,,
2,2025-09-11,Washington Commanders,Green Bay Packers,Austin Ekeler,2025-09-09T14:37:00.498964,20.5,2.71750019529006,,,,,,,22.5,,
2,2025-09-11,Washington Commanders,Green Bay Packers,Deebo Samuel,2025-09-09T14:37:00.499376,51.5,4.567500215083113,,,,,,,,,
2,2025-09-11,Washington Commanders,Green Bay Packers,Jacory Croskey-Merritt,2025-09-09T14:37:00.499900,,,,,,,,11.607750208586335,42.5,,
2,2025-09-11,Washington Commanders,Green Bay Packers,Jayden Daniels,2025-09-09T14:37:00.501161,,,,,27.92475113359486,18.88774887195084,225.5,10.14050003278362,46.95825063821306,1.0477500105732682,
2,2025-09-11,Washington Commanders,Green Bay Packers,Jayden Reed,2025-09-09T14:37:00.501554,43.5,3.31450015105142,,,,,,,,,
2,2025-09-11,Washington Commanders,Green Bay Packers,Jordan Love,2025-09-09T14:37:00.502633,,,,,29.5,19.203000257528434,227.63474176077293,,4.5,1.4662501699630412,
2,2025-09-11,Washington Commanders,Green Bay Packers,Josh Jacobs,2025-09-09T14:37:00.503584,10.5,1.7370000240712162,,,,,,20.45175036750926,78.5,,
2,2025-09-11,Washington Commanders,Green Bay Packers,Matthew Golden,2025-09-09T14:37:00.503990,35.39699688125843,3.331250015838071,,,,,,,,,
2,2025-09-11,Washington Commanders,Green Bay Packers,Noah Brown,2025-09-09T14:37:00.504426,22.5,1.3274997668942832,,,,,,,,,
2,2025-09-11,Washington Commanders,Green Bay Packers,Romeo Doubs,2025-09-09T14:37:00.504889,41.5,3.2882500830319845,,,,,,,,,
2,2025-09-11,Washington Commanders,Green Bay Packers,Terry McLaurin,2025-09-09T14:37:00.505326,55.91625143830059,4.261500194208969,,,,,,,,,
2,2025-09-11,Washington Commanders,Green Bay Packers,Tucker Kraft,2025-09-09T14:37:00.505685,34.5,3.423750078219398,,,,,,,,,
2,2025-09-11,Washington Commanders,Green Bay Packers,Zach Ertz,2025-09-09T14:37:00.506105,32.5,3.1307499304712216,,,,,,,,,
